analysis_id	region_id	region_kind	chromosome	start	end	source_genome_build	target_id	target_label	lead_variant_id	pvalue_threshold	n_variants_retained	region_policy_id
GCST90240127	GCST90240127__suggestive__035	suggestive_trans	20	10737903	10737903	GRCh38	""	""	rs6134015	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__036	suggestive_trans	22	39078630	39078630	GRCh38	""	""	rs76924887	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240127	GCST90240127__suggestive__037	suggestive_trans	22	49428141	49428141	GRCh38	""	""	rs117519294	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__cis__001	cis	19	47813014	49837064	GRCh38	ENSG00000087076	HSD17B14	""	""	8360	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__sig_trans__001	significant_trans	6	30352146	33622175	GRCh38	""	""	""	5e-08	42184	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__001	suggestive_trans	1	23333075	23333075	GRCh38	""	""	rs619375	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__002	suggestive_trans	1	51754654	51754654	GRCh38	""	""	rs11205883	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__003	suggestive_trans	1	56860761	56860761	GRCh38	""	""	rs76468426	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__004	suggestive_trans	1	201137264	201137264	GRCh38	""	""	rs144642930	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__005	suggestive_trans	2	14532015	14532015	GRCh38	""	""	rs13426953	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__006	suggestive_trans	2	45269949	45269949	GRCh38	""	""	rs11884531	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__007	suggestive_trans	2	61173683	61173683	GRCh38	""	""	rs115477367	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__008	suggestive_trans	2	61302506	61302506	GRCh38	""	""	rs115433106	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__009	suggestive_trans	2	78603499	78603499	GRCh38	""	""	rs140199274	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__010	suggestive_trans	2	231013122	231013122	GRCh38	""	""	rs79917151	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__011	suggestive_trans	3	108103398	108103398	GRCh38	""	""	rs1561029	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__012	suggestive_trans	3	123056215	123056215	GRCh38	""	""	rs78275038	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__013	suggestive_trans	3	127451495	127451495	GRCh38	""	""	rs6763304	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__014	suggestive_trans	3	162472995	162472995	GRCh38	""	""	rs185071345	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__015	suggestive_trans	3	189893733	189893733	GRCh38	""	""	rs143267775	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__016	suggestive_trans	4	20023916	20023916	GRCh38	""	""	rs13107783	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__017	suggestive_trans	5	51020219	51020219	GRCh38	""	""	rs146476668	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__018	suggestive_trans	5	118918334	118918334	GRCh38	""	""	rs571545407	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__019	suggestive_trans	5	119200589	119200589	GRCh38	""	""	rs111841666	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__020	suggestive_trans	6	6886281	6886281	GRCh38	""	""	rs10458101	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__021	suggestive_trans	6	104046098	104046098	GRCh38	""	""	rs111635804	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__022	suggestive_trans	6	145040361	145040361	GRCh38	""	""	rs116877111	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__023	suggestive_trans	6	151111994	151111994	GRCh38	""	""	rs140646462	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__024	suggestive_trans	7	2394094	2394094	GRCh38	""	""	rs11974910	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__025	suggestive_trans	7	15554602	15554602	GRCh38	""	""	rs146346221	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__026	suggestive_trans	7	107816751	107816751	GRCh38	""	""	rs180802202	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__027	suggestive_trans	8	6973682	6973682	GRCh38	""	""	rs60966186	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__028	suggestive_trans	9	97565432	97565432	GRCh38	""	""	rs4743114	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__029	suggestive_trans	9	109316487	109316487	GRCh38	""	""	rs76053345	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__030	suggestive_trans	10	103024774	103024774	GRCh38	""	""	rs186673763	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__031	suggestive_trans	12	7065598	7065598	GRCh38	""	""	rs77620124	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__032	suggestive_trans	12	108581141	108581141	GRCh38	""	""	rs10861949	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__033	suggestive_trans	13	63321889	63321889	GRCh38	""	""	rs35304343	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__034	suggestive_trans	13	80597297	80597297	GRCh38	""	""	rs12869484	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__035	suggestive_trans	14	84203137	84203137	GRCh38	""	""	rs8012642	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__036	suggestive_trans	15	50188535	50188535	GRCh38	""	""	rs62020291	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__037	suggestive_trans	15	50337351	50337351	GRCh38	""	""	rs144841021	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__038	suggestive_trans	15	71240892	71240892	GRCh38	""	""	rs7180149	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__039	suggestive_trans	17	50219973	50219973	GRCh38	""	""	rs111499586	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__040	suggestive_trans	19	55014218	55014218	GRCh38	""	""	rs10418074	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__041	suggestive_trans	21	34161170	34161170	GRCh38	""	""	rs188909360	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
GCST90240128	GCST90240128__suggestive__042	suggestive_trans	22	43478932	43478932	GRCh38	""	""	rs117382591	1e-05	1	cis-1mb_sig-trans-1mb_suggestive-leads
